date_time,town,title,price,beds,sqft,url
2022-07-07 11:31, (Lincoln Park),LINCOLN PARK 6 BED 3 BATH NEW CONSTRUCTION ROOFDECK DUPLEX PETS OK,5400,6,,https://chicago.craigslist.org/chc/apa/d/chicago-lincoln-park-bed-bath-new/7505862879.html
2022-07-07 11:31, (Bucktown/Logan Square),Updated Coach House! Bucktown/Logan Sq,1350,,800.0,https://chicago.craigslist.org/chc/apa/d/chicago-updated-coach-house-bucktown/7505862689.html
2022-07-07 11:31, (Wicker Park),WICKER PARK:  4 BED 3 BATH DEN HW DW DECK 2 PARKING SPACES INCLUDED,3200,4,,https://chicago.craigslist.org/chc/apa/d/chicago-wicker-park-bed-bath-den-hw-dw/7505862645.html
2022-07-07 11:30, (Ravenswood),RAVENSWOOD 2 BED 1 BATH HDWD DW BALCONY PETS OK,1550,2,,https://chicago.craigslist.org/chc/apa/d/chicago-ravenswood-bed-bath-hdwd-dw/7505861976.html
2022-07-07 11:30, (Logan Square),Beautiful 2 Bedroom In Logan Square!,1550,2,,https://chicago.craigslist.org/chc/apa/d/chicago-beautiful-bedroom-in-logan/7505861885.html
2022-07-07 11:29, (Ukrainian Village),"TOP FLOOR 3 BED 2 BATH - NEW STAINLESS APP, DECK, PARKING ROW INCLUDED",2700,3,,https://chicago.craigslist.org/chc/apa/d/chicago-top-floor-bed-bath-new/7505861418.html
2022-07-07 11:28, (Old Town),Condo Quality Apartment in Old Town,4000,2,920.0,https://chicago.craigslist.org/chc/apa/d/chicago-condo-quality-apartment-in-old/7505860706.html
2022-07-07 11:27, (Fountainhead Apartments),Beautiful Two  Bedroom Units@ Oak Park,1950,2,,https://chicago.craigslist.org/wcl/apa/d/oak-park-beautiful-two-bedroom-units/7505860496.html
2022-07-07 11:26, (South Shore Neighborhood),Beautiful Studio - Apartments @7425 S South Shore - Available NOW,1050,,,https://chicago.craigslist.org/chc/apa/d/chicago-beautiful-studio-apartments/7505860137.html
2022-07-07 11:25, (Lincoln Park),"1901 N Orchard in Lincoln Park:2Bd2.5Ba:Multi-Level,Cent.AC,InUnitW/D",3225,2,,https://chicago.craigslist.org/chc/apa/d/chicago-1901-orchard-in-lincoln/7505859517.html
2022-07-07 11:24, (West Chatham),Newly Renovated Apartments  @80th &  Lafayette,1250,3,,https://chicago.craigslist.org/chc/apa/d/chicago-newly-renovated-apartments-80th/7505858989.html
